name,categories,state,stars
Pizzalicious,"['Sandwiches', 'Food Delivery Services', 'Italian', 'Restaurants', 'Pizza', 'Food']",NV,4.0
Tomori's Pizza & Subs,"['Pizza', 'Restaurants', 'Italian', 'Sandwiches']",OH,4.5
Amarone Ristorante,"['Restaurants', 'Italian']",AZ,2.5
S & V Urban Italian,"['Italian', 'Wine Bars', 'Nightlife', 'Restaurants', 'Pizza', 'Bars']",AZ,3.5
Inde Fusion,"['Mexican', 'Asian Fusion', 'Indian', 'Nightlife', 'Bars', 'American (New)', 'Italian', 'Restaurants', 'Lounges']",AZ,4.0
Firehouse Subs,"['Sandwiches', 'Burgers', 'Restaurants', 'Italian']",AZ,3.0
Marcellino Ristorante,"['Italian', 'Restaurants']",AZ,4.0
Barro's Pizza,"['Pizza', 'Restaurants', 'Italian', 'Sandwiches']",AZ,4.0
Michaelangelo's,"['Restaurants', 'Italian']",OH,3.5
Tutti Santi,"['Italian', 'Restaurants']",AZ,4.0
Cucina Vitale,"['Buffets', 'Italian', 'Breakfast & Brunch', 'Food', 'Diners', 'Restaurants']",PA,4.0
Nello's Pizza Mesa,"['Restaurants', 'Gluten-Free', 'Italian', 'Pizza']",AZ,4.0
Pizza Hut,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",AZ,2.0
Pizza Hut,"['Italian', 'Restaurants', 'Pizza', 'Chicken Wings']",PA,1.5
Osteria Di Valerio & Al,"['Restaurants', 'Italian']",OH,3.5
Dominic's Italian Restaurant,"['Italian', 'Delis', 'Restaurants']",OH,3.5
Nana's Kitchen,"['Italian', 'American (New)', 'Restaurants']",OH,2.5
Antonio's Pizza,"['Italian', 'Pizza', 'Restaurants']",OH,4.0
Benedetto Ristorante e Bar,"['Restaurants', 'Italian']",AZ,2.5
Buca di Beppo Italian Restaurant,"['Italian', 'Bars', 'Caterers', 'Food', 'Pizza', 'Event Planning & Services', 'Nightlife', 'Restaurants']",PA,2.5
Mia Za's Italian Cafe,"['Italian', 'Restaurants']",WI,3.0
Eklectic Pie - Chandler,"['Gluten-Free', 'Italian', 'Pizza', 'Restaurants', 'Salad']",AZ,4.0
TGI Fridays,"['Italian', 'American (Traditional)', 'Bars', 'Restaurants', 'Nightlife']",NC,2.0
Postino Arcadia,"['Wine Bars', 'Bars', 'Nightlife', 'Restaurants', 'Breakfast & Brunch', 'Italian']",AZ,4.5
Oregano's Pizza Bistro,"['Italian', 'Restaurants', 'Pizza']",AZ,3.5
Pizza Hut,"['Italian', 'Fast Food', 'Pizza', 'Restaurants', 'Chicken Wings']",NC,1.5
NYPD Pizza,"['Italian', 'Salad', 'Pizza', 'Restaurants', 'Chicken Wings']",AZ,4.0
Pizza Marsala,"['Restaurants', 'Italian', 'Pizza']",PA,3.0
Luccia Shea's,"['Italian', 'Restaurants']",PA,4.0
DaBuzis,"['Event Planning & Services', 'American (New)', 'Sandwiches', 'American (Traditional)', 'Italian', 'Restaurants', 'Caterers', 'Pizza']",PA,5.0
The Pizza Kings,"['Burgers', 'Restaurants', 'Italian', 'Pizza']",NV,2.0
Venezias New York Style Pizzeria,"['Chicken Wings', 'Restaurants', 'Pizza', 'Italian']",AZ,4.0
Pizza Pronto,"['Italian', 'Burgers', 'Sandwiches', 'Food Delivery Services', 'Pizza', 'Salad', 'Restaurants', 'Food']",PA,3.5
Pizza Hut,"['Pizza', 'Chicken Wings', 'Restaurants', 'Italian']",AZ,3.0
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",AZ,2.5
Queens Pizzeria,"['Italian', 'Pizza', 'Restaurants']",AZ,3.5
Pizza Hut,"['Chicken Wings', 'Restaurants', 'Italian', 'Pizza']",NC,1.5
Doughboy's Pizza,"['Pizza', 'Restaurants', 'Italian', 'Chicken Wings']",PA,3.5
Bellini Italian Restaurant,"['Restaurants', 'Italian']",WI,3.5
Arrivederci,"['Restaurants', 'Italian']",AZ,4.0
Stella,"['Italian', 'Nightlife', 'American (New)', 'Bars', 'Restaurants']",AZ,3.5
NYPD Pizza,"['Italian', 'Pizza', 'Restaurants']",AZ,4.0
Meatballz,"['Italian', 'Caterers', 'Restaurants', 'Food', 'Event Planning & Services']",AZ,3.0
Noodles & Company,"['Asian Fusion', 'Restaurants', 'Italian', 'Thai', 'Noodles', 'Comfort Food', 'Salad']",WI,3.0
Cafe Forte,"['American (New)', 'Restaurants', 'Italian', 'Vegan']",AZ,4.0
Luigi & Sons,"['Italian', 'Restaurants']",NC,3.5
Rush Street Pizzeria,"['Food', 'Pizza', 'Italian', 'Restaurants', 'Food Delivery Services']",AZ,3.5
Uncle Matteo's,"['Restaurants', 'Caterers', 'Bakeries', 'Event Planning & Services', 'Specialty Food', 'Chocolatiers & Shops', 'Italian', 'Food']",AZ,5.0
Pizza Hut,"['Chicken Wings', 'Pizza', 'Italian', 'Restaurants']",OH,1.0
La Campagna,"['Italian', 'Restaurants']",OH,4.0
Stone & Vine Urban Italian,"['Restaurants', 'Bars', 'Pizza', 'Nightlife', 'Wine Bars', 'Italian']",AZ,4.0
Jack's Pizza,"['Pizza', 'Italian', 'Restaurants']",NC,3.5
La Cucina Flegrea Regional Italian Cuisine,"['Restaurants', 'Italian']",PA,3.0
Fat Cats,"['Restaurants', 'Arcades', 'Food', 'Beer', 'Wine & Spirits', 'American (Traditional)', 'Pizza', 'Arts & Entertainment', 'Active Life', 'Italian', 'Mini Golf', 'Cinema', 'Bowling']",AZ,4.0
Rosati's Pizza,"['Italian', 'Restaurants', 'Pizza']",AZ,2.5
Zeppe's Pizzeria,"['Wraps', 'Restaurants', 'Caterers', 'Pizza', 'Italian', 'Event Planning & Services']",OH,3.5
Il Poggio D'Italia,"['Italian', 'Restaurants']",AZ,4.5
Stella 59,"['Italian', 'Restaurants', 'Food']",AZ,3.5
Glass Nickel Pizza,"['Vegetarian', 'Pizza', 'Sandwiches', 'Food Delivery Services', 'Caterers', 'Italian', 'Food', 'Event Planning & Services', 'Restaurants', 'Chicken Wings']",WI,4.0
Oggi Ristorante Italiano,"['Italian', 'Restaurants']",NC,4.0
Kapuso Kapamilya,"['Karaoke', 'Lounges', 'Italian', 'Colleges & Universities', 'Nightlife', 'Education', 'Bars', 'Pubs', 'Restaurants', 'Filipino']",NV,3.0
Olive Garden Italian Restaurant,"['Italian', 'Salad', 'Nightlife', 'Wine Bars', 'Restaurants', 'Bars']",OH,3.0
Pastina Rustic Italian,"['Bars', 'Nightlife', 'Italian', 'Restaurants', 'Wine Bars']",OH,4.0
Streets of New York,"['Restaurants', 'Sandwiches', 'Pizza', 'Italian']",AZ,3.0
Pizza Hut,"['Italian', 'Chicken Wings', 'Restaurants', 'Pizza']",AZ,2.5
Romano's Macaroni Grill,"['Restaurants', 'Italian']",AZ,2.5
Dante,"['Nightlife', 'Italian', 'Restaurants', 'Bars', 'American (New)']",OH,4.0
Fresco Italiano,"['Italian', 'Restaurants']",NV,3.5
Biaggio's Pizzeria,"['Specialty Food', 'Pizza', 'Italian', 'Restaurants', 'Pasta Shops', 'Food']",NV,4.5
Lago,"['Tapas/Small Plates', 'Italian', 'Restaurants']",NV,4.0
DeGaetano's Village Square Pizza,"['Pizza', 'Restaurants', 'Italian']",OH,3.0
Danny Boy's- Broadview Heights,"['Restaurants', 'Pizza', 'Italian']",OH,3.5
Metro Pizza,"['Italian', 'Restaurants', 'Pizza']",NV,3.5
Portofino Beach Bar & Grill,"['Italian', 'American (New)', 'Restaurants']",AZ,3.0
Juliano's Restaurant & Pizzeria,"['Restaurants', 'Food Delivery Services', 'Italian', 'Pizza', 'Food']",PA,4.5
Top This Pizza,"['Pizza', 'Italian', 'Chicken Wings', 'Restaurants']",NV,2.0
Sauce Pizza and Wine,"['Restaurants', 'Beer', 'Wine & Spirits', 'Gluten-Free', 'Food', 'Pizza', 'Salad', 'Italian']",AZ,3.5
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",AZ,1.5
Rosati's Pizza,"['Salad', 'Italian', 'Restaurants', 'Pizza']",NV,3.5
Pasta Cucina,"['Food', 'Restaurants', 'Italian', 'Nightlife', 'Tapas/Small Plates', 'Bars', 'Desserts']",NV,3.0
Herbs & Rye,"['Bars', 'Italian', 'Nightlife', 'Cocktail Bars', 'Steakhouses', 'Restaurants', 'Tapas Bars']",NV,4.0
Bravo Franco Ristorante,"['Restaurants', 'Italian']",PA,2.5
Roma Bistro,"['Restaurants', 'Italian']",NV,4.0
The Bistro,"['Seafood', 'Italian', 'Sandwiches', 'Steakhouses', 'Restaurants']",NV,3.5
Verona,"['Restaurants', 'Italian']",NC,5.0
Cafe Porta Alba,"['Italian', 'Restaurants', 'Pizza']",WI,4.0
Nando Milano Trattoria,"['Italian', 'Restaurants']",IL,4.0
Red Onion Hoagies & Pizza,"['Burgers', 'Italian', 'Pizza', 'Sandwiches', 'Restaurants']",PA,3.5
Brother's Pizza,"['Italian', 'Sandwiches', 'Pizza', 'Restaurants']",AZ,3.5
Prima Pasta,"['Restaurants', 'Pizza', 'Italian']",NV,3.0
Picazzo's Organic Italian Kitchen,"['Pizza', 'Gluten-Free', 'Restaurants', 'Italian']",AZ,3.5
Upper Crust Pizza Patio & Wine Bar,"['Pizza', 'Nightlife', 'Wine Bars', 'Italian', 'Bars', 'Sports Bars', 'Restaurants']",AZ,3.5
Inizio Pizza Napoletana,"['Restaurants', 'Italian', 'Gelato', 'Food', 'Pizza']",NC,4.5
La Piazza al Forno,"['Italian', 'Pizza', 'Restaurants']",AZ,4.0
Merchant Street,"['Nightlife', 'Mediterranean', 'Salad', 'Restaurants', 'Fruits & Veggies', 'Food', 'French', 'Bars', 'Sandwiches', 'Specialty Food', 'Italian', 'Gluten-Free', 'Wine Bars']",OH,5.0
Toci Pizza Of Brooklyn,"['Fast Food', 'Restaurants', 'Pizza', 'Sandwiches', 'Italian']",AZ,3.5
Rosie & Rocco's,"['Italian', 'Restaurants']",OH,3.5
Midtown,"['Restaurants', 'Wine Bars', 'Lounges', 'Sports Bars', 'Food', 'Italian', 'Pizza', 'Coffee & Tea', 'Bars', 'Nightlife']",NV,3.5
Brio Tuscan Grille,"['Restaurants', 'Nightlife', 'Bars', 'Pizza', 'Cocktail Bars', 'Italian']",NV,4.0
Streets of New York,"['Italian', 'Restaurants', 'Sandwiches', 'Pizza']",AZ,3.5
D'Agnese's Italian Restaurant,"['Nightlife', 'Italian', 'Restaurants', 'Bars']",OH,4.0
Humble Pie,"['Restaurants', 'Pizza', 'Italian']",AZ,3.5
Cafe La Bella,"['Italian', 'Restaurants']",AZ,3.0
Auntie Pasto's,"['Italian', 'Restaurants']",AZ,4.0
Pizza Hut,"['Chicken Wings', 'Restaurants', 'Pizza', 'Italian']",AZ,1.5
Noodles & Company,"['Italian', 'American (New)', 'Asian Fusion', 'Comfort Food', 'Noodles', 'Mediterranean', 'Restaurants']",PA,3.5
Brother's Pizza Express,"['Pizza', 'Restaurants', 'Italian']",AZ,2.5
Olive Garden Italian Restaurant,"['Bars', 'Salad', 'Restaurants', 'Wine Bars', 'Nightlife', 'Italian']",OH,3.0
Ray's Pizza,"['Italian', 'Pizza', 'Restaurants']",AZ,3.5
Oregano's Pizza Bistro,"['Restaurants', 'Italian', 'Pizza']",AZ,4.0
Ilios Noche,"['Italian', 'Greek', 'Mediterranean', 'Restaurants']",NC,4.0
La Cucina Flegrea,"['Seafood', 'Italian', 'Restaurants']",PA,3.5
Giovannis Ristorante,"['Restaurants', 'Italian']",OH,4.0
Ken Stewart's Tre Belle,"['Italian', 'Restaurants']",OH,3.5
Sports Town Pizza & Grill,"['Restaurants', 'Pizza', 'Italian']",PA,1.0
Streets of New York,"['Restaurants', 'Sandwiches', 'Italian', 'Pizza']",AZ,3.0
Hawthorne's NY Pizza & Bar,"['Pizza', 'Restaurants', 'Nightlife', 'Bars', 'Italian']",NC,4.0
Arancini House,"['Pizza', 'Cafes', 'Italian', 'Food', 'Restaurants']",PA,5.0
Scotti's Italian Eatery,"['Pizza', 'Italian', 'Restaurants']",OH,4.5
Parma By Chef Marc,"['Wine Bars', 'Nightlife', 'Bars', 'Restaurants', 'Italian', 'Pizza']",NV,4.0
Pizza Salerno,"['Italian', 'Salad', 'Pizza', 'Restaurants']",PA,3.0
Il Mulino New York,"['Restaurants', 'Italian']",NV,4.0
Bisonte Pizza Co.,"['Pizza', 'Italian', 'Restaurants']",NC,4.0
Pasta Fresh,"['Italian', 'Food', 'Restaurants']",NV,4.0
Picazzo's Organic Italian Kitchen,"['Gluten-Free', 'Restaurants', 'Italian', 'Pizza']",AZ,3.5
Pizza Hut,"['Italian', 'Chicken Wings', 'Restaurants', 'Pizza', 'Food', 'Food Delivery Services']",AZ,2.0
Olivo Bistro,"['Restaurants', 'Italian']",NV,2.5
Brugo's Pizza,"['Pizza', 'Bars', 'Italian', 'Nightlife', 'Restaurants']",AZ,3.5
Pizza Hut,"['Chicken Wings', 'Italian', 'Pizza', 'Restaurants', 'Fast Food']",AZ,3.5
La Famiglia,"['Pizza', 'Italian', 'Restaurants']",AZ,4.0
Sauce Italian Bistro & Bar,"['Food Delivery Services', 'Food', 'Nightlife', 'Pizza', 'Sports Bars', 'Restaurants', 'Bars', 'Italian']",NV,3.0
Gus's New York Pizza & Bar,"['Bars', 'Sports Bars', 'Restaurants', 'Pizza', 'Italian', 'Nightlife']",AZ,2.5
Sauce Pizza & Wine,"['Pizza', 'Italian', 'Restaurants', 'Beer', 'Wine & Spirits', 'Food']",AZ,4.0
Amalfi's Pasta 'n' Pizza,"['Italian', 'Caterers', 'Event Planning & Services', 'Pizza', 'Restaurants']",NC,4.0
Natalia's 1912,"['Food', 'Restaurants', 'Italian', 'Beer', 'Wine & Spirits', 'American (New)']",AZ,3.0
R-Time At Rene's,"['American (Traditional)', 'Italian', 'Restaurants', 'Seafood', 'Lounges', 'Mexican', 'Bars', 'Nightlife']",PA,4.0
Minneci's Ristorante,"['Restaurants', 'Italian']",IL,3.5
Fanucce's Italian Imports and Pizzeria,"['Restaurants', 'Pizza', 'Italian']",OH,3.5
Vin Santo,"['Italian', 'Restaurants']",WI,4.0
Pizza Hut,"['Pizza', 'Italian', 'Restaurants', 'Chicken Wings']",IL,3.0
Mia Pizza,"['Pizza', 'Italian', 'Restaurants']",PA,3.0
Streets of New York,"['Restaurants', 'Pizza', 'Italian', 'Sandwiches']",NV,3.5
The Firm,"['Restaurants', 'Italian']",AZ,3.5
Angelina's Pizzeria,"['Sandwiches', 'Burgers', 'Restaurants', 'Salad', 'Wraps', 'Pizza', 'Italian']",NV,3.0
Pomo Pizzeria - Downtown Phoenix,"['Sandwiches', 'Italian', 'Restaurants', 'Pizza']",AZ,4.5
Joe's Touch of Italy,"['Italian', 'Restaurants', 'Sandwiches', 'Pizza']",NC,4.0
The Strand,"['Italian', 'Restaurants']",AZ,3.5
Angelina's Pizzeria,"['Restaurants', 'Food Delivery Services', 'Food', 'Italian', 'Mediterranean', 'Pizza']",PA,4.0
Flyin Buffalo,"['Italian', 'Diners', 'Food Delivery Services', 'Chicken Wings', 'Pizza', 'Restaurants', 'Food']",NC,4.5
Zio Casual Italian,"['Italian', 'Event Planning & Services', 'Pizza', 'Restaurants', 'Caterers']",NC,4.0
Jojo's Pizza & Family Restaurant,"['Restaurants', 'Pizza', 'Italian']",AZ,4.0
Arlecchino Ristorante,"['Restaurants', 'Italian']",PA,4.5
Pizzeria Bianco,"['Italian', 'Sandwiches', 'Salad', 'Restaurants', 'Pizza']",AZ,4.0
The Palm Las Vegas,"['Restaurants', 'Steakhouses', 'Italian', 'American (New)', 'Seafood']",NV,4.0
Raffaele's Pizza,"['Restaurants', 'Italian', 'Sandwiches', 'Pizza']",AZ,4.0
M Italian,"['Diners', 'Pizza', 'Italian', 'Restaurants']",OH,3.5
Athens Pizza,"['Italian', 'Pizza', 'Restaurants', 'Persian/Iranian']",NC,3.5
Fired Pie,"['Pizza', 'Food', 'Italian', 'Restaurants', 'Salad']",AZ,4.0
Stella Mia Ristorante,"['Seafood', 'Nightlife', 'Bars', 'Mediterranean', 'Gluten-Free', 'Wine Bars', 'Beer', 'Wine & Spirits', 'American (Traditional)', 'Food', 'Restaurants', 'Italian']",OH,4.0
Fraboni's Italian Specialties & Delicatessen,"['Specialty Food', 'Food', 'Italian', 'Sandwiches', 'Restaurants', 'Delis']",WI,4.5
Vespucci Pizza,"['Italian', 'Salad', 'Restaurants', 'Pizza']",PA,3.0
Stratta,"['American (New)', 'Italian', 'Restaurants']",NV,3.5
NYPD Pizza,"['Restaurants', 'Pizza', 'Italian']",AZ,4.0
Romeo's Euro Cafe,"['Greek', 'Mediterranean', 'Italian', 'Restaurants']",AZ,3.5
Trattoria Italia,"['Restaurants', 'Italian', 'Pizza', 'Seafood']",NV,4.5
Carmine's Little Italy Pizza & Pasta,"['Pizza', 'Italian', 'Restaurants']",AZ,3.0
Upper Crust Pizza Midtown,"['Nightlife', 'Wine Bars', 'Italian', 'Pizza', 'Restaurants', 'Bars']",AZ,3.5
Riviera PIzza & Pasta,"['Italian', 'Pizza', 'Restaurants']",PA,3.0
Gionino's Pizzeria,"['Italian', 'Food', 'Pizza', 'Restaurants', 'Desserts', 'Salad']",OH,4.0
Sal's New York Pizzeria,"['Pizza', 'Caterers', 'Restaurants', 'Italian', 'Salad', 'Event Planning & Services']",NC,4.0
Joe Mama's Italian Deluxe,"['Restaurants', 'Italian']",PA,3.0
Vallozzis Pittsburgh,"['Restaurants', 'Nightlife', 'Italian', 'Wine Bars', 'Bars']",PA,3.5
La Scala,"['Restaurants', 'Italian']",NV,4.0
Maya New York Pizza Bar,"['Bars', 'Italian', 'Restaurants', 'Sports Bars', 'Pizza', 'Nightlife', 'Mediterranean']",AZ,3.0
Times Square Neighborhood Italian Restaurant,"['Breakfast & Brunch', 'Sandwiches', 'Restaurants', 'Italian']",AZ,4.0
Luciano's,"['Restaurants', 'Italian']",NV,4.0
Casa Mia,"['Restaurants', 'Italian']",AZ,4.0
Mercato Della Pescheria,"['Mediterranean', 'Pizza', 'Restaurants', 'Seafood', 'Italian', 'Modern European']",NV,4.0
Gino's Restaurant,"['Restaurants', 'Italian', 'Pizza']",WI,3.5
Off The Strip at the LINQ,"['Italian', 'Comfort Food', 'Bars', 'Restaurants', 'Steakhouses', 'American (Traditional)', 'American (New)', 'Nightlife']",NV,4.0
The Naked Grape,"['Arts & Entertainment', 'Wineries', 'Food', 'Tapas Bars', 'Restaurants', 'Italian']",PA,4.5
Anzio Landing Italian Restaurant,"['Restaurants', 'Nightlife', 'Italian']",AZ,3.0
Penn Station East Coast Subs,"['Sandwiches', 'Restaurants', 'Cheesesteaks', 'Italian']",PA,3.5
Lviv European Kitchen & Millie's Italian Deli,"['Restaurants', 'Italian', 'Delis', 'Event Planning & Services', 'Pizza', 'Caterers', 'Specialty Food', 'Food']",PA,3.5
Casa Mia,"['Restaurants', 'Italian']",AZ,4.5
La Dolce Vita,"['Restaurants', 'Italian']",OH,3.0
Harley's Italian Bistro,"['Italian', 'Restaurants', 'Pizza']",AZ,3.5
D. Vino,"['Wine Bars', 'Restaurants', 'Italian', 'Bars', 'Nightlife']",NV,3.5
Best Of The Best DJ's,"['Restaurants', 'Pilates', 'Shopping', 'Arts & Entertainment', 'Pizza', 'Home & Garden', 'Fitness & Instruction', 'Furniture Repair', 'Event Planning & Services', 'Fashion', 'Nightlife', 'Italian', 'Party & Event Planning', 'Active Life', 'Beauty & Spas', 'Nail Salons', 'Fur Clothing', 'DJs', 'Local Services', 'Furniture Stores', 'Electronics', 'Barbeque', 'Music Venues']",NV,2.5
Pizza Hut,"['Italian', 'Pizza', 'Restaurants', 'Fast Food', 'Chicken Wings']",AZ,2.0
Genoa Pizza & Bar,"['Food', 'Italian', 'Nightlife', 'Pizza', 'Food Delivery Services', 'Restaurants', 'Bars']",PA,3.0
Pizza Hut,"['Pizza', 'Restaurants', 'Italian', 'Chicken Wings']",OH,3.0
Pizza Hut,"['Italian', 'Chicken Wings', 'Restaurants', 'Pizza']",PA,2.5
Sirna's Pizza,"['Italian', 'Pizza', 'Restaurants']",OH,4.5
Rosatis Pizza,"['Restaurants', 'Pizza', 'Italian']",AZ,3.0
Fazoli's,"['Italian', 'Restaurants', 'Pizza']",NV,3.0
Babbo Italian Eatery,"['Sandwiches', 'Italian', 'Restaurants', 'Pizza']",AZ,4.0
Oregano's Pizza Bistro,"['Pizza', 'Restaurants', 'Italian']",AZ,4.0
Capo's Italian Cuisine,"['Italian', 'Restaurants']",NV,4.0
Fazoli's,"['Italian', 'Restaurants']",NV,3.5
Novanta,"['Mediterranean', 'Italian', 'Pizza', 'American (New)', 'Restaurants']",WI,4.5
Glass Nickel Pizza,"['Food', 'Pasta Shops', 'Gluten-Free', 'Food Delivery Services', 'Pizza', 'Sandwiches', 'Italian', 'Restaurants', 'Specialty Food']",WI,4.0
Fazoli's,"['Italian', 'Restaurants']",IL,3.0
La Bocce,"['Restaurants', 'Italian']",NV,4.0
Picasso Pizza & Pasta,"['Pasta Shops', 'Salad', 'Mediterranean', 'Food', 'Italian', 'Pizza', 'Specialty Food', 'Restaurants']",PA,4.0
Olive Garden Italian Restaurant,"['Italian', 'Nightlife', 'Wine Bars', 'Bars', 'Restaurants', 'Salad']",AZ,3.0
Ciro's Italian Restaurant,"['Restaurants', 'Italian']",NC,4.0
Red Devil Italian Restaurant & Pizzeria,"['Pizza', 'Restaurants', 'Italian']",AZ,3.5
Papa J's,"['Italian', 'Restaurants']",PA,3.5
Pizza Hut,"['Chicken Wings', 'Restaurants', 'Italian', 'Pizza']",NC,1.5
The Corner Alley at Uptown,"['Active Life', 'Arts & Entertainment', 'Bars', 'Sports Bars', 'American (New)', 'Italian', 'Nightlife', 'Restaurants', 'American (Traditional)', 'Bowling']",OH,2.5
Shady Park,"['Music Venues', 'Arts & Entertainment', 'Italian', 'Pizza', 'Restaurants', 'Dance Clubs', 'Nightlife']",AZ,3.0
Trattoria Reggiano,"['Restaurants', 'Italian']",NV,4.0
Olive Garden Italian Restaurant,"['Restaurants', 'Italian', 'Nightlife', 'Salad', 'Bars', 'Wine Bars']",NC,3.0
Pasto di Forno,"['Italian', 'Sandwiches', 'Breakfast & Brunch', 'Caterers', 'Desserts', 'Event Planning & Services', 'Restaurants', 'Food']",AZ,5.0
Carmine's Pizza Kitchen,"['Italian', 'Restaurants']",NV,3.0
Times Square Pizzeria,"['Seafood', 'Italian', 'Restaurants', 'Pizza']",AZ,4.0
Di Vito's Pizza,"['Restaurants', 'Italian', 'Pizza']",AZ,3.5
Pizza Hut,"['Restaurants', 'Pizza', 'Italian', 'Chicken Wings']",OH,2.0
E & N Family Table Restaurant,"['Restaurants', 'Italian', 'Greek', 'American (New)']",NV,4.5
Pizza Lotto,"['Chicken Wings', 'Restaurants', 'Italian', 'Pizza']",NV,4.0
Vittorio's buon appetito,"['Restaurants', 'Italian', 'Venues & Event Spaces', 'Nightlife', 'Wine Bars', 'Event Planning & Services', 'Bars']",OH,4.0
Ventano Italian Grill & Seafood,"['Italian', 'Restaurants', 'Seafood']",NV,4.0
Calabria's Italian Restaurant,"['Restaurants', 'Pizza', 'Italian']",PA,2.5
Gumby's Pizza & Wings Delivery Hotline,"['Restaurants', 'Chicken Wings', 'Pizza', 'Italian']",WI,3.0
Fusilli's,"['Restaurants', 'Fast Food', 'Italian']",AZ,2.5
Pier 54,"['Burgers', 'Music Venues', 'Arts & Entertainment', 'Nightlife', 'Restaurants', 'Mediterranean', 'American (New)', 'Wine Bars', 'Food', 'Beer', 'Wine & Spirits', 'Breakfast & Brunch', 'Bars', 'Cocktail Bars', 'Italian', 'Lounges']",AZ,3.0
Pizza Hut,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']",AZ,1.5
Napoli Italian Restaurant,"['Restaurants', 'Italian']",PA,3.5
Gusto!,"['Restaurants', 'Bars', 'Wine Bars', 'Italian', 'Nightlife']",OH,3.5
Mia Bella Cafe,"['Falafel', 'Restaurants', 'Mediterranean', 'Breakfast & Brunch', 'Italian']",NV,3.5
Espressamente illy,"['Coffee & Tea', 'Cafes', 'Food', 'Desserts', 'Italian', 'Restaurants']",NV,3.5
Rosati's Pizza,"['Italian', 'Pizza', 'Restaurants']",NV,3.5
Frankie's 710 Trattoria,"['Restaurants', 'Italian']",NC,3.5
Sara's Place,"['Pizza', 'Diners', 'Restaurants', 'Italian']",OH,4.0
Marinelli's Pasta Bar,"['Restaurants', 'Desserts', 'Food', 'Italian']",NV,3.5
Veranda,"['Breakfast & Brunch', 'Bars', 'Nightlife', 'Italian', 'Food', 'Restaurants', 'Coffee & Tea']",NV,4.0
Olive Garden Italian Restaurant,"['Bars', 'Nightlife', 'Italian', 'Restaurants', 'Wine Bars', 'Salad']",OH,2.5
The South Charlotte Chef,"['Cafes', 'Cupcakes', 'Italian', 'Cooking Schools', 'Specialty Schools', 'Food Delivery Services', 'Restaurants', 'Food', 'Specialty Food', 'Event Planning & Services', 'Education', 'Personal Chefs']",NC,5.0
Pacino's Italian,"['Bars', 'Restaurants', 'Nightlife', 'Wine Bars', 'Italian', 'Pizza']",AZ,3.5
Verona Village Inn,"['Restaurants', 'Italian', 'Seafood']",PA,4.5
Fatbob's Pizza,"['Italian', 'Pizza', 'Restaurants']",OH,4.0
North Italia,"['Restaurants', 'Italian']",AZ,4.0
Grapes,"['Bars', 'Nightlife', 'Wine Bars', 'Restaurants', 'Italian']",AZ,3.5
Pizza Hut,"['Italian', 'Restaurants', 'Chicken Wings', 'Pizza']",NC,3.0
Elements Fine Casual Dining & Cocktails,"['Italian', 'American (Traditional)', 'Food', 'Beer', 'Wine & Spirits', 'Restaurants', 'Tapas Bars', 'Seafood', 'Asian Fusion', 'American (New)']",NV,4.0
Famous Ray's Pizza,"['Restaurants', 'Pizza', 'Sandwiches', 'Italian']",AZ,4.0
Pasta Cucina,"['Buffets', 'American (Traditional)', 'Italian', 'Steakhouses', 'Restaurants', 'Mexican', 'Seafood']",NV,3.0
Bucci's J Bella,"['Restaurants', 'American (New)', 'Pizza', 'Italian']",OH,3.5
Pasta Shop Ristorante,"['Specialty Food', 'Italian', 'Restaurants', 'Food', 'Pasta Shops', 'Sandwiches']",NV,4.0
Pizza Hut,"['Restaurants', 'Italian', 'Pizza', 'Chicken Wings']",WI,2.0
Tuscany Grill,"['Italian', 'Restaurants']",NV,4.0
R&B's Pizza Place,"['Sandwiches', 'Italian', 'Restaurants', 'Pizza']",PA,2.5
Fatso's Pizza,"['Italian', 'Salad', 'Chicken Wings', 'Pizza', 'Restaurants']",AZ,3.5
Humble Pie,"['Restaurants', 'Pizza', 'Italian']",AZ,3.5
Crust Chandler-Simply Italian,"['Beer', 'Wine & Spirits', 'Food', 'Restaurants', 'Pizza', 'Italian']",AZ,3.5
Bella Luna Trattoria,"['Restaurants', 'Italian']",PA,3.5
Casa D'angelo Restaurant,"['Restaurants', 'Italian']",OH,4.5
Metro Pizza,"['Italian', 'Restaurants', 'Pizza']",NV,4.0
Pietro's Pizzaria,"['Restaurants', 'Pizza', 'Italian']",PA,3.0
The Brass Monkey,"['Seafood', 'Restaurants', 'Italian']",NC,3.5
Sergio's in University Circle,"['Seafood', 'Restaurants', 'Italian']",OH,3.5
Paisan's Pizza & Italian Kitchen,"['Pizza', 'Food Delivery Services', 'Italian', 'Food', 'Restaurants']",AZ,3.0
Palone's Pizza,"['Pizza', 'Italian', 'Restaurants']",NC,3.5
The Scott Grill,"['Mediterranean', 'Restaurants', 'Breakfast & Brunch', 'Italian']",AZ,4.0
La Tavola Italiana,"['Pizza', 'Restaurants', 'Italian']",PA,3.5
Lilly's Gourmet Pasta Express,"['Restaurants', 'Italian']",PA,2.5
Benvenuto's Italian Grill,"['Restaurants', 'Italian']",WI,3.0
